Original_Index,Original_Prob,Adversarial_Prob,Noise_t,Noise_Sigma,Noise_L2,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,id_01,id_02,id_03,id_04,id_05,id_06,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_28,id_29,id_32,id_34,id_35,id_36,id_37,id_38,DeviceType,P_emailserver,P_suffix,R_emailserver,R_suffix,os,screen_width,screen_height,browser,device_name,DayOfWeek,HourOfDay,Month,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
155816,0.9279835,0.13117774,0.09999999999999999,0.01672075323499393,0.12962369592291934,23.338772380712086,C,3187.183896412298,402.2744988163541,184.5637652450448,mastercard,222.3060101566847,debit,-997.7848439603724,-994.0540849034844,-997.3823794481783,1.469758115973832,2.339071749275874,-0.0017616951840887232,0.9180639751040696,-0.017398757455198144,3.529400532375587,4.367740033566343,3.305918173465998,-0.21956949059676667,0.6005752281631711,1.9431464741551014,3.465010620827206,4.647000811858494,1.011450380332553,-5.618436863464714,-949.7430160722233,-1067.2998089336672,9.411741900752306,-12.766572312933791,16.665500027927955,-4.360951951535,4.139169258003062,19.54921538951948,-997.1734868462896,13.032445520530539,15.290121354562839,73.75432114230435,9.408591470213855,-999,-999,-999,M2,-999,-999,-999,-999,-999,-1.66318075847812,65449.39254766435,-1.2307957773427916,3.4196768254715835,-5.805997517929086,3.735140437380778,2.43560566177257,-2.1379426424493886,108.9697962017475,NotFound,56.38853192594661,-999.0402037581532,Found,Found,224.85909909758425,-987.8201372583092,276.47387981825784,519.2108267748341,Found,Found,-1001.788519727031,-999,F,F,T,T,desktop,outlook,com,outlook,com,nan,-997.1538828537266,-997.7765407960462,chrome,windows,-0.017951300636271483,0.15340739169898576,0.928524453893564,9.52140285890575,-2.662125729688918,15.83479709897402,-0.5558052707983319,-0.11727446102564515,-2.1921118273922895,0.14422403609675188,0.5301302371844266,-0.5826810305090181
77476,0.7821603,0.46776804,0.05,0.006265852597583031,0.052563375912996126,117.67691821694488,W,7619.541405575119,554.0897529549904,149.6047466865973,visa,225.56827433312742,credit,328.5024281215824,89.7629295725184,21.378409153491475,3.2210872476542214,6.234179883626997,0.0011885118524078767,0.2226426613989445,0.18571268202447389,1.082612001101129,-0.673670116303156,-0.016584045268113634,1.1063121726318497,-0.4684269890519115,1.7048002077123154,0.1316851845652911,3.4814664525560346,2.6540833000114796,34.14732909875305,17.66566404451593,5.954929902474472,33.877541819470494,12.317013381638624,-1014.1528873613607,-1016.8383203570974,-986.1377651740422,39.27126755795081,37.188051446373095,-1006.3868010420908,-981.8415802363908,-1028.5332629646716,38.42942476676823,T,T,T,M0,F,F,-999,-999,-999,-997.7099145967285,-940.5095037520659,-999.6068993952418,-999.9681156552664,-1002.9215392922183,-999.860029991774,-996.6678757820321,-995.5815053980612,-995.2979665309531,-999,-993.0711223534416,-999.1178487115645,-999,-999,-997.8989717992694,-1000.0861633855136,-997.0647299290794,-1003.8251730988688,-999,-999,-996.4976104602113,-999,-999,-999,-999,-999,-999,gmail,com,nan,,nan,-1004.5937103476449,-995.8558554781932,nan,nan,2.0047948736498897,19.0274415497457,12.012699518596836,-7.56585562804939,0.5985774916153294,-0.5706868087861361,0.2546640606071182,-0.07327440248834316,2.3832695208882955,1.3067462172253181,0.9638023465766284,-0.3935436683233071
353225,0.61250156,0.4476391,0.01,0.0025521382703821843,0.02031859825333679,145.92638950703818,W,2601.1653623682287,327.30853271364407,149.98534731775842,discover,102.07160832553778,credit,204.16278082178644,86.0273294079902,21.80085586602104,1.3460899684131924,0.5087520108378474,-0.00011937140701799662,-0.11849854230491452,-0.05861101344267894,0.9340847527486407,0.08238012434524311,0.007067596672910348,0.97033624757883,0.11298783946477275,0.938306756091011,0.8935886530857831,2.475444290178306,1.2535137584998184,22.674714992164166,24.39520180579558,16.919152576136224,16.02047097479177,15.026587266553621,-996.289845554246,-996.0125861228508,-996.9541052473985,19.672737840793797,16.71212603299555,-999.9714395825973,-1008.8479751937125,-1001.3553410436666,25.504206845676727,T,T,T,M0,F,T,-999,-999,-999,-999.7658455365915,-1159.5710863887725,-998.1675473884097,-1000.0637191880913,-998.6253650984078,-1001.9965829935085,-999.4909830844247,-997.3853756805661,-997.8937634880274,-999,-998.405864258272,-999.0816018418277,-999,-999,-997.8677444628274,-999.3915003996287,-999.0955883405525,-998.7367558934325,-999,-999,-999.9010930778037,-999,-999,-999,-999,-999,-999,yahoo,com,nan,,nan,-999.2365305286019,-998.5259302845996,nan,nan,0.9946931001574848,21.965929598048227,2.9918726774680984,-7.589939738466885,0.4061958029419422,-0.5936671648767345,0.34097366215322916,0.06980844174951403,2.4168263264764676,1.6380150278601848,0.9531558878762013,-0.1669195608819227
355434,0.917928,0.43490353,0.05,0.006265852597583031,0.05045744879134531,30.40575081348267,W,9503.762447882902,320.84812947778,150.09671461163907,visa,225.66323388902964,debit,329.3773595040735,85.8425618664828,5.070475564898288,4.15304283125487,-0.024701594874722232,-0.0006132878879418508,-0.20484843379383033,0.08390090580918397,11.769565117607922,0.30915742884986397,0.5951557179681197,2.1514105694185086,0.19753133021351577,1.5723321253932063,0.3870302403241199,62.24812601835987,4.381921506889432,68.76952531537374,29.107232458871707,4.365213236148668,465.57079083452567,29.496234093899144,-983.6675267944792,-971.9413174486286,-994.2578250548181,469.27735453079134,315.0289461503288,-989.432465613667,-1005.3515951708046,-987.972691591665,464.8537409758793,T,T,T,M0,T,T,F,T,T,-1001.6037138589625,-672.8665209836763,-996.3049376581534,-996.4526204938271,-997.1620235284937,-998.0043059430363,-999.7815321366627,-998.2431335013532,-997.1777305170253,-999,-993.5333253851743,-996.532501255858,-999,-999,-1002.3235265427852,-1000.2578287090566,-995.2437145671774,-994.4810827880849,-999,-999,-1000.5416999518222,-999,-999,-999,-999,-999,-999,yahoo,com,nan,,nan,-993.1615817069269,-997.0303369345662,nan,nan,2.0093106191579353,18.03922244078123,3.013036601467124,-7.545646601681384,0.33236257927205515,-0.604907825376286,0.11455949918117495,0.5793501164265294,2.210713915914954,-0.03601865006651915,1.2897589831193101,-0.28737371964534275
424580,0.99758935,0.39639184,0.08,0.011477469205752985,0.09687270298509189,73.59783729149794,C,5765.656503702355,405.24717953251246,186.04722582337172,mastercard,224.66594247925602,debit,-993.4874712501644,-992.541702117999,-998.978992771903,4.174822132194132,-1.2116300989534707,-0.000922723110233236,0.5298983519829754,-0.08353682769672588,0.7516055459530833,1.1013648528763134,0.8903198305148576,0.14918451401969346,-0.5168533803300992,1.266394279128269,-1.1097876488509408,1.0545278453677973,0.3701623090702135,7.977795315981903,-1014.8001940763655,-980.7007264095145,17.666353178287324,-32.79743310798713,43.86763472940511,11.350681692776055,-1.693456315826354,-9.664061149354586,-980.3918841529245,-3.529661909332019,14.683022020349402,-26.735600622919012,-16.7575924310811,-999,-999,-999,M2,-999,-999,-999,-999,-999,-7.4725982340918335,405785.344821328,-0.7705188278389414,-0.8248572497221858,2.414815234536377,4.332481283959737,0.8005270362270949,-5.187071904372601,89.38961006573447,NotFound,67.50437302813168,-1002.7829867126617,Found,Found,221.11858722747957,-1002.946893885211,158.4626995828629,338.22141214421026,Found,Found,-991.5032174013814,-999,F,F,T,F,mobile,gmail,com,gmail,com,nan,-1008.5137878398141,-1002.4613088877752,chrome,samsung-j700m,4.035213110257844,3.045967029968475,3.9586846922851695,9.593625735652946,-2.4585746792179815,15.989956349715277,-0.5604881582944684,-0.1294465201781252,-2.1990705370340793,0.13664510015633288,0.6579755895419044,-0.4499530769720479
270880,0.751766,0.20810267,0.01,0.0025521382703821843,0.021395606968737386,108.42411584314135,W,9800.814449114523,582.1591090776336,149.90559413081814,visa,225.88410506654702,credit,467.81597430868123,86.1999571487199,-1000.2507557408677,0.9177887511288514,1.050527293047823,0.00012962623398198297,0.0761152186380718,1.0390534240609837,1.2513532109511418,-0.14394983688300345,-0.49242881292583274,0.015167407123827026,-0.10564730798689048,0.7370935339640727,0.04826704077654931,2.2919544745928846,1.113164961481016,-2.211388556625652,0.29017280465293865,-3.517124414393687,8.302902384924387,8.985417174236304,-999.3028591047362,-993.6781013616553,-1004.7330512633848,6.307462395169436,-996.3168020603197,-998.7427547423221,-997.2938336377734,-990.960016297636,4.97026056992355,-999,-999,-999,-999,-999,F,-999,-999,-999,-997.7480254794923,-629.845367294256,-997.6102124898866,-1000.1385529668256,-999.3948980301634,-998.9844237224793,-998.4200269940156,-998.1940608634867,-1001.5789015675123,-999,-1001.2750325071976,-999.6075548830935,-999,-999,-999.4872575078033,-999.5692972818873,-998.3165634996654,-1001.1849639278382,-999,-999,-999.2584343508097,-999,-999,-999,-999,-999,-999,hotmail,com,nan,,nan,-995.3433773528932,-1000.5632483674277,nan,nan,4.0000179904771604,5.000043125434939,2.0099404776477976,-6.574334556958212,0.1685696885831126,0.3431785437325061,0.19580870381738133,0.13171692315956318,0.42010404572782867,-0.1303610732768127,-4.205781338886365,2.276023045210237
255842,0.92408663,0.38454333,0.17,0.05427181375432048,0.41875444054042044,45.712303396080216,C,10563.11018772868,182.76043962788467,187.6019382390091,mastercard,137.2190184292569,credit,-994.0796466949366,-1004.8874644318839,-1000.8921255532341,-8.376505521983695,18.22366501307881,-3.142062073460249e-05,-1.9411016515417998,-0.8387420567822748,2.397557673377202,2.0831735644939644,5.615913069060141,1.1888401087677876,-2.9909194626870024,5.676441463031015,-4.05146638601241,3.459028368842162,-1.1520622907638067,-168.2938574951734,-921.5781464651116,-884.0381451553835,-101.18347390649969,87.06108939405863,230.94994964382232,-343.3458629670994,-2.837453211617245,14.597179607630563,-1063.889462297295,41.17484072621165,-121.6715922581104,-25.490666734457257,-121.71123765104217,-999,-999,-999,M2,-999,-999,-999,-999,-999,23.782797235602743,240913.816645896,-7.925244320381694,39.40594751124797,9.754620454225687,-4.045545509965905,-24.61886347366533,8.534335553648816,98.84098583503874,NotFound,59.80864183111862,-989.3086020769172,Found,Found,202.24136389421722,-1017.5800504852182,232.5969304849201,314.94803585479076,Found,Found,-1003.3898463849772,-999,F,F,T,F,mobile,gmail,com,gmail,com,nan,-1044.5435184624707,-1038.253337969828,chrome,samsung-j500m,6.0450253030854215,0.15358459835922744,1.9421077272000336,9.660193165239505,-2.7330042251826363,16.010668373915475,-0.5683125741300897,-0.08687551076068886,-2.2493704627948885,0.17955220692413976,0.5871698311391688,-0.4926340157599102
560947,0.9609502,0.16347963,0.08,0.011477469205752985,0.11713965975016669,26.897551660875024,C,15875.783768177647,548.1358668402343,186.1157748792981,visa,138.29542668139106,debit,-999.6913492063134,-998.3942689560223,-990.0471119455175,2.275879807224955,33.557954360920554,0.004270825475376251,2.869974421100392,0.29290201795758897,2.0518515423742425,1.549386304872115,1.039828535232334,-0.32346569676416426,6.00669362777497,-0.6898551131016646,1.0171328219709124,0.9659610916109003,1.9911748818896422,19.261421801589965,6.455745857742748,43.99886279930134,26.761726951592152,58.491503565475725,35.38922375524576,64.43102162329936,-9.052616786344291,-29.3050745133735,-967.5953194329642,35.06350243471216,22.933264553142738,-996.7898649975826,-3.9933096572637337,-999,-999,-999,M2,-999,-999,-999,-999,-999,-94.14021105922848,225915.60363832355,-0.49023814531597054,8.777216720246201,-12.165218039354045,-42.52914909417757,3.6337363520608505,-2.9846870384998283,104.48208378155846,NotFound,28.165384348536236,-999.5334761667614,Found,Found,220.23153158640355,7.18846532142345,563.2586319038709,498.6617363480178,Found,Found,-990.3960715011324,-999,F,F,T,F,mobile,gmail,com,gmail,com,nan,-1016.8843645576346,-1013.9006521623123,chrome,huawei03,3.988504426795152,4.048955286168143,4.963949592082702,9.544470223898518,-2.2036639157515694,15.977346063681566,-0.7392504781218407,0.456469480911449,-2.056238220940615,0.5968683871515178,0.3235985575134455,-0.7843545779680695
468494,0.99346656,0.07377601,0.17,0.05427181375432048,0.4527950401583233,64.8456958384612,C,2016.2466383396486,550.3461215201695,187.67360934455553,visa,94.82164146318947,credit,-975.7596267274746,-997.5715839260587,-916.7871714965265,4.776465948053593,21.922646598150223,-0.00282049529457577,0.376997622103044,-1.7037114216445177,8.767166189485614,2.334772126695059,2.113627393261875,-0.9628740427963365,9.905939205975843,-2.921373029218982,1.6266027322602303,4.925277276098512,4.8103702676277535,93.34047085786844,-1050.025192587572,137.6506899635703,-28.87334577452567,160.82082140655564,171.31694521804656,101.26728286846588,-14.723546835553957,29.691348243099487,-1074.608177052261,-175.45838617964387,203.58089481546085,17.354573297174095,5.795814821559672,-999,-999,-999,M2,-999,-999,-999,-999,-999,-10.820976126267169,51535.30899611422,6.3796857177899255,-9.676815495674191,11.027178958490367,14.560942547769855,16.6883203355751,0.4960101275617035,45.92817245367121,NotFound,41.936122056259705,-1028.8404398388905,Found,Found,173.38574575524262,-1006.0354985841327,402.80794026931915,353.7966791458505,Found,Found,-987.8211073919256,-999,F,F,T,F,desktop,hotmail,com,hotmail,com,nan,-954.5789927449338,-994.1182227335232,chrome,nan,6.140603580881683,17.649755483500805,3.754580998058801,9.828746319210568,-2.4681147442726896,16.080987668676546,-0.7082545711551741,-0.12366196793399871,-2.1949084799279817,0.22831094577866212,0.8065385199376085,-0.20783379260103274
156116,0.9039917,0.4209933,0.03,0.004056900182200707,0.034069380912458896,29.82830307303267,C,4344.566898175444,237.87878161493995,184.391929527169,visa,102.29556456726841,credit,-1000.071853892402,-997.9418953764343,-999.648856617476,1.0867534995496406,0.3172728280971331,0.00013275783912721807,0.8714695143666265,0.14966696288825254,0.6025176772630711,1.1833876597690736,-0.3194912182963181,-0.034170462959638215,-0.12929369655662093,1.1687672632605448,0.747717980042427,-0.11670403779852023,-0.02535718020704536,-1.2483117003470399,-1008.7732619698305,-980.6928398922206,11.185045548140886,-1001.0215729908931,2.3178521795233413,-990.18067541668,-1006.2453356281358,3.0180861074875054,-999.6416528349805,5.629379316746467,-998.4726460127691,-1003.7274581342532,206.16328216689493,-999,-999,-999,M2,-999,-999,-999,-999,-999,-1000.7397203638124,-1105.515439026305,-999.1786656281344,-998.5065887309687,-999.6854454975411,-1001.0770896145684,-997.3489058055767,-999.0856426133178,-1000.6864609757905,-999,-996.3033967671369,-998.0990201815185,-999,-999,-1000.7531719170443,-1001.2779937625204,-993.5483972164434,-999.0190733838484,-999,-999,-999.5626815587736,-999,-999,-999,-999,-999,-999,gmail,com,gmail,com,nan,-994.1072137107965,-1004.8817016664,nan,nan,0.007000158234966136,2.041908272336144,1.032926464456458,-6.553036487655639,-0.15698037687632693,0.3196256965671367,0.14781826016031518,-0.1795093191375044,0.3182471632568469,-0.9139293453102787,-4.293571178438782,1.453006976081874
