Original_Index,Original_Prob,Adversarial_Prob,Noise_t,Noise_Sigma,Noise_L2,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,id_01,id_02,id_03,id_04,id_05,id_06,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_19,id_20,id_28,id_29,id_32,id_34,id_35,id_36,id_37,id_38,DeviceType,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59
186477,0.64575857,0.38353935,0.05,0.006265852597583031,,-0.7475373222182224,4.0,-0.44548425097661054,0.3248080884820568,-0.004955178558363754,4.0,0.3193782033119461,3.0,0.381227494448426,0.35864759095358445,-0.7504757332632586,-0.09190224506816248,-0.0820705897918447,-0.03342630826155584,-0.06775540576565903,-0.21319315339767578,-0.08136753267897551,-0.05033657976473047,-0.06473475472394183,-0.08700513850380776,-0.04298624652747508,-0.08904085439227309,-0.039122451902224006,-0.17181920483253182,-0.10539756547019438,0.6011377942177043,0.0012126428895884451,0.00017822827152430172,0.5744172737432558,0.5705098752072366,0.003036008891758031,0.004519913560371703,-0.015664964106642542,0.5611304955449045,0.008363549756729927,0.0013292322231989165,-0.00031930826633524994,-0.007861318944808739,0.5660965566110532,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,-0.5807850926402325,-0.39489342773809893,-0.35577074196895553,-0.3547802879341381,-0.5591653701832725,-0.5524778787587641,-0.377811886780469,-0.3834453773853231,-0.5724997032352073,0.0,-0.5280840671510723,-0.3906139066937353,0.0,0.0,-0.5727032201651033,-0.5579878552969191,-0.5580056255415581,0.0,0.0,-0.3851208279943495,0.0,0.0,0.0,0.0,0.0,0.0,-6.5424831592482855,-0.16285166247263128,0.32412301097575374,0.15064236064089068,-0.16601789396539507,0.3219018726264268,-0.9033097001261288,-4.297187590237067,1.4473959891832469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404140,0.99831796,0.3207878,0.34,0.5067913695225319,,-0.46793305088439446,0.0,-0.30872513595119144,-0.05154836141067909,0.3593117368904879,4.0,0.14270648614034653,3.0,-2.984725614822487,-3.7274023916573156,-1.2186275340159916,-0.1670614759184189,-0.6279323008493629,-0.1555820560140284,0.4932276724480893,-0.786080148526093,-0.06727034426989906,0.49766684561476354,-0.3759384764673804,-0.2693670823013339,-0.1228760333469188,-0.01594949963153809,0.22280900013077898,0.07812621059787483,-0.3370524741030806,1.0749329618407466,0.23910898439637956,-1.1261145744622774,0.2357176377216743,0.5456637594710653,0.929638002129404,0.6860189106717987,1.4061045424323733,1.9688451696367304,-0.41891746591588847,0.7463668581735404,1.7215502435552554,0.44847012485300125,0.39542378994042154,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,2.009536662535413,3.245154181005986,3.492661070129617,2.194635129958272,1.8993004429376472,1.0489183967640106,2.3072023679174207,2.391090892562309,1.3698136851296459,2.0,1.1255706456457435,-0.8831582668756753,1.0,1.0,1.7244972331286417,2.6266838506106733,1.8071924235836334,1.0,1.0,-0.21504570948667132,0.0,2.0,2.0,2.0,2.0,0.0,9.279366304823546,-2.0299628056186014,16.00928985350577,-0.6323430506410535,0.3854760841580879,-1.8630205743795412,0.7800383281084508,0.4614447847235894,-1.0401584763041156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219680,0.99809116,0.22441149,0.25,0.16975275626876413,,-1.0499257611883157,0.0,-0.15728593884545367,-1.083089164877183,0.49952846179628047,4.0,-0.6026735406038455,2.0,-2.8723015591392502,-2.652361947924792,-0.5947429554532909,-0.16022436042643556,0.8369816425564962,-0.07229496975162905,-0.24139718148747188,-0.2284685328190801,0.03165391951847535,-0.07690423261632598,0.21286993745938482,-0.4547368304749648,-0.1446086151504547,0.4193814457585,0.4254804273013217,-0.08023467960406577,-0.06993912921308285,0.5807912358435057,-0.17186089301011184,0.6311831327053975,0.768880838673595,0.8383640349505966,0.48213396836955585,0.022534418321472016,0.9190407132301756,0.22827584068628143,-0.3022216261921805,0.575913453702423,0.48948806924597854,-0.012470678059730685,0.7309868117168445,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.8007913726163707,0.18412655266580522,2.8305435849591865,2.7214715262368276,1.6825650709132265,1.6414698929004603,2.8074598721820134,2.4653554525475587,1.3824526419709513,2.0,1.750753791492486,-0.14456757785865085,1.0,1.0,1.9359581372461294,1.7778306202393042,1.7559972596841005,1.0,1.0,-0.5039151446457111,4.0,1.0,1.0,2.0,1.0,1.0,2.8098768792266564,-0.5550859700454056,9.68845326276749,-0.9110001260831564,0.25903722863694273,-1.150943281041354,-0.7675666052449703,-3.1032414400341404,-2.3169960940477883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362046,0.943364,0.21202676,0.12,0.02389616287845446,,-0.3054879970269171,4.0,0.16629747332033984,1.0493833247696551,-0.019419039607220436,4.0,0.3098002179837302,2.0,0.3910599974188792,0.3928774301247094,-0.8150190316364561,-0.1308105426154959,-0.08930624894663153,-0.0829599385128276,-0.016349829554939688,-0.23132578204233817,-0.11942370360576478,-0.058772830911487016,-0.03350760838356685,-0.30773777824274606,-0.03421883121072036,-0.12492496494916694,-0.015195110249477235,-0.25627459142641074,-0.17322471916836135,0.6015963667462032,-0.01068835966246234,0.005610465548840427,0.039733829192165476,-0.03179002880752786,0.04675703842178727,0.37262270772085127,0.973272694556928,-0.024274273227315235,0.01217725831247143,0.030302584064431183,-0.04020939371183332,-0.028286232892567768,-0.025158079707659403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7212162428429854,2.009382595991707,2.7634266496498125,2.716735784503123,1.7913125854416687,1.8037316650795268,2.6075862097210485,2.6084130235879606,1.7385756341067384,2.0,1.9472503978282238,2.6685364259870745,0.0,1.0,1.7237631877479476,2.2072998597270543,1.9478850276411472,1.0,1.0,2.5326524011577747,4.0,2.0,1.0,2.0,2.0,1.0,31.226780972659487,-1.1376806048154382,-5.343421636303818,1.1088038662648518,0.06786038802516921,0.9578542932462757,-0.05770027789209182,-0.16270075548379614,-0.3318730480795725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282664,0.99430543,0.3534275,0.42000000000000004,1.1818510288709074,,-0.47247206092030575,3.0,-1.0828957515893352,-0.7055269231699173,1.605099330866403,3.0,-0.06877638299504801,3.0,-4.654582778795104,-2.1510928542100616,-0.5254404179020336,-0.7199895145659074,1.0418346123925144,0.6492116594771855,1.1902389689596795,0.24527489715484552,0.5122436938745717,-1.4259569508898902,0.6618077949388148,-0.9621273565283446,0.45580869231941634,-0.15713855122218962,0.387440958894424,0.18640593659303734,-0.6696141877503388,0.4768688385453267,1.582925843881407,0.8274956738295705,0.7299330146604625,1.1423177463689418,1.8471027539960083,0.40728749444819984,-0.24111126528979376,0.15911377789178344,-0.5816459521357803,2.0201171562151266,-0.6891562900291426,-0.1866407374810785,-1.1811121759807872,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.32953086296754686,0.5902461077459803,3.952891950305949,3.5977214969365723,1.0156968731581388,2.626066674193311,3.0266217282511514,2.9517517160486055,1.1424548470261744,0.0,2.7687536104235546,3.068336880332301,3.0,1.0,2.055153678974853,1.529924592484643,1.7457947347879996,1.0,1.0,1.246013325189793,3.0,1.0,2.0,2.0,0.0,1.0,8.85640802305968,-1.3979070110155765,15.326298388054271,0.418407230434529,-0.9615420873403034,-1.5002914796430016,1.0873790150712113,-0.4727551576415103,-2.3770727919753485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549268,0.9874149,0.04242703,0.33,0.4524492658823626,,-0.48784121127310753,2.0,-1.0516020426778259,-0.13548889680956572,0.19502985410590934,3.0,-0.0998811988701156,2.0,0.8026953439249244,0.2521578601162442,-0.6140389921755316,-0.3024486773603327,-0.40745776383241417,-0.5284539564489908,-0.5753487771749451,-0.16362869570501754,0.17806745564355358,-0.9014300880543078,0.014684737988541287,-0.17975486609688734,0.19550209770927313,-0.5593208829110621,0.0749678532148225,0.3250955759835682,-0.6598813227565274,0.874328880152361,0.09139431092314697,0.21780689187703867,0.1725360205904404,0.2181190032227748,-0.031791374230036834,0.05338886815103834,-0.7614214874143086,0.076823455907227,-0.2221202913242392,-0.2720313536712725,-0.04071576637511143,1.0819162859169245,-0.026092016877226364,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4380777189287421,0.6569927178741641,-0.7092769030267243,-1.3527840849920012,2.7500773402197365,1.6982256065791197,-0.8191850298899637,-0.20577511466841614,2.0094511983669396,2.0,1.7420726066107397,2.2044621965526705,2.0,2.0,1.341119027507402,1.4973118388112145,2.9187076631162867,2.0,2.0,1.93226875468556,4.0,2.0,1.0,2.0,1.0,2.0,30.94178536717553,-1.4642261160566414,-5.09853364422625,1.0279139435732891,0.9981138700968174,1.0796269180681288,-0.6703684539747915,-0.12369554690583803,-1.4633816238881119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138631,0.9793062,0.20213096,0.16,0.04640734643340897,,0.3560345382866298,1.0,-1.4568537914002466,0.7376166432275592,0.05790059966657679,4.0,0.28525519104602354,3.0,0.11842335093262929,0.33501917920272994,-0.7698805473275886,-0.2067212468105363,-0.04305732087138324,-0.11258059403540359,-0.059159739252536425,-0.2555131346543511,-0.08828697380735846,-0.09237294791280196,-0.00018509501092561081,-0.3009746450017486,-0.06755526365936076,-0.07245502454574604,-0.06519412607916668,-0.22348924643054774,-0.09280975742945806,0.6773057287522026,0.04932029419981477,0.030661358883221253,0.005964183788015863,0.05113789060105444,0.03607663851978595,0.4048881361602815,1.0976404077897994,0.04801791558153332,-0.04975905629149575,-0.11488511217413938,-0.05058734881677532,0.02574553070580078,0.02135926865140632,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6585538687217931,1.3076507302421172,2.7918018061338956,2.792336754977102,1.7880515993587824,1.8734493817405649,2.615878518806815,2.5728621838440486,1.7887435418117663,2.0,-0.4826140209001215,2.6427017596406603,1.0,1.0,1.7659922050959949,2.099913527230161,1.3686805231957349,1.0,1.0,2.5769886190507174,4.0,2.0,0.0,2.0,2.0,2.0,31.425580329839107,-1.2544026948911273,-5.1471928398802405,1.049687351016987,0.1093170572116605,1.1036298485449425,-0.0597067419857079,0.23309742899288696,0.2390269613649885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561098,0.62886906,0.47604883,0.01,0.0025521382703821843,,-0.440670413397579,4.0,0.5245064903103045,0.07830798488467541,-0.004330733230348986,3.0,-0.5964709376228126,3.0,0.30636754854389797,0.363837159892903,-0.7511097037864245,-0.10453236891599293,-0.09330590155226942,-0.03970954832054701,-0.056562957613012645,-0.21215354836779748,-0.11520127580868816,-0.04845907392870499,-0.05481836308952252,-0.2132918463236219,-0.05648754245268394,-0.09407194712733309,-0.04958054701388781,-0.24683456575300483,-0.14678898468357093,0.612172003678221,0.00032912883891124845,0.5516350745510948,0.5361315276923715,0.5475257779604887,0.0010191783336924453,-0.009670068468321705,0.007033089802154943,0.53197872179916,0.6018080082413712,-0.0015533633703128486,0.0013916447017448192,0.002093082346286226,0.5361348191012013,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-0.5762228222282928,-0.3925473088805488,-0.3596684267065683,-0.35332994738415163,-0.5508958988677406,-0.5541500555307023,-0.389204917288543,-0.37978983126637095,-0.5678748335108285,0.0,-0.5300542753232533,-0.3960072703377799,0.0,0.0,-0.5614163694536988,-0.5518263017232388,-0.5536401858592193,0.0,0.0,-0.3946885275748657,0.0,0.0,0.0,0.0,0.0,0.0,-7.475963306224625,0.7653239563277847,-0.5148067630385248,-0.05388779970248013,0.05162605829753959,2.261084249886183,0.004165829129013051,1.6322818517759619,0.7878023098166932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217639,0.98494095,0.095962465,0.16,0.04640734643340897,,1.6110942481561346,1.0,-0.0802483183707084,0.1277884525740918,0.20471052710502385,1.0,-0.792544657962596,3.0,0.36361126324848075,0.4147345747936386,-0.7999994531650034,-0.148946208772932,-0.034936430869769566,-0.08144265302946888,-0.11468257632262796,-0.15302982219441358,-0.15655003966724745,-0.08177395343639912,-0.06232042744400317,-0.275014023971543,-0.0010903636635356262,-0.12796281177883437,-0.09895440095106904,-0.22787106609998806,-0.13104805996259114,0.6678918115738179,0.037423438095319714,0.07944516664737197,0.0278266951867129,-0.0030978420498202425,0.002582857595048117,0.47529008278259777,0.9572924554378891,0.030329279019671446,-0.04975205862461205,-0.08544480145632885,-0.059626785791056264,0.012029009847398419,-0.001925375913329133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6678734284831969,-0.05959750359855073,2.8674103232283614,2.8435005723490367,1.7695313475352659,1.8633966291862756,2.5973494362644196,2.6863093927120576,1.788600612045074,1.0,1.8496941038931811,6.119037819356779,1.0,1.0,1.7305202610516413,1.8866632581389986,1.7057981805023192,1.0,1.0,2.507985590946018,4.0,2.0,0.0,2.0,2.0,1.0,31.747779283352983,-0.34089882432914714,-5.068537961883326,0.867895117223104,-0.15891238417419296,1.1019699133858498,-0.05332766133987463,0.47829305175388304,1.031765661152031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196555,0.98681253,0.27073875,0.29000000000000004,0.28192947697193393,,-0.7046562392650444,0.0,-0.03625411352095945,0.8779820639582686,0.45352929168390776,4.0,-0.723738036488982,2.0,-3.0553045907553473,-2.366214330489954,-0.9687577360533914,-0.6359117747906929,-0.16957417602830036,0.3471344403984549,-0.027538026514033337,-0.22895232117776732,0.1768291285534877,-0.17126442070815612,0.0068421054701473995,-0.07157546344858814,-0.10742930983121667,-0.3635259332421175,-0.36064896852434625,-0.40303676122844156,0.12323008500857868,0.7332648019008225,0.41630619176528205,0.02074198283549575,0.06277933783646039,-0.06254377705649644,0.8797865654202777,-0.2339669585154409,-0.10387142910073519,0.5505339883037825,0.2941872240421216,0.4521882059791086,0.09716544463660964,0.5726463752425628,0.46457915769786595,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.972190926653341,1.0486310117725064,-0.15199360714638335,-0.13337746081772364,1.4425529079944932,1.951868886482767,-0.05515425629301296,-0.44896770638291245,1.8790469913468937,2.0,1.8668627972455778,-0.1135983265226505,3.0,2.0,2.151878211549023,1.4039363981698556,1.5333083302269142,2.0,2.0,-0.4936822307686623,0.0,1.0,1.0,2.0,1.0,1.0,9.530074072542163,-2.9070083179139234,16.04364114014954,-0.610390532460284,-0.4648480940741897,-1.9757172820410982,0.07200765833877026,0.39933479820061873,-0.68638140319838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
